Utility,Facility Name,Location,KM/MFM/ MV Panel Ref#,Meter Reading Date,Meter Reading,Consumption Month,Consumption,Previous Date,Previous Reading,
Electricity,ECCH Lot #2 - Tenant Area,"2D3, 64b Zanon Circle",193299,9/24/2024,80369,Sep-24,8831,24/08/2024,71538,
Electricity,ECCH Lot #2 - Tenant Area,"2D30, 10a Rugroug Court",193175,9/24/2024,86153,Sep-24,8911,24/08/2024,77242,
Electricity,ECCH Lot #2 - Tenant Area,"2D31, 11b Rugroug Court",193176,9/24/2024,107830,Sep-24,9901,24/08/2024,97929,
Electricity,ECCH Lot #2 - Tenant Area,"2D32, 11a Rugroug Court",193177,9/24/2024,64144,Sep-24,7525,24/08/2024,56619,
Electricity,ECCH Lot #2 - Tenant Area,"2D33, 12b Rugroug Court",193377,9/24/2024,75630,Sep-24,7255,24/08/2024,68375,
Electricity,ECCH Lot #2 - Tenant Area,"2D34, 12a Rugroug Court",193378,9/24/2024,78009,Sep-24,7664,24/08/2024,70345,
Electricity,ECCH Lot #2 - Tenant Area,"2D35, 13b Rugroug Court",193379,9/24/2024,82200,Sep-24,6381,24/08/2024,75819,
Electricity,ECCH Lot #2 - Tenant Area,"2D36, 13a Rugroug Court",193380,9/24/2024,89596,Sep-24,8390,24/08/2024,81206,
Electricity,ECCH Lot #2 - Tenant Area,"2D37, 14b Rugroug Court",193376,9/24/2024,69978,Sep-24,5524,24/08/2024,64454,
Electricity,ECCH Lot #2 - Tenant Area,"2D38, 14a Rugroug Court",193372,9/24/2024,97476,Sep-24,9010,24/08/2024,88466,
Electricity,ECCH Lot #2 - Tenant Area,"2D39, 1b Shubrum Court",193373,9/24/2024,61642,Sep-24,6355,24/08/2024,55287,
Electricity,ECCH Lot #2 - Tenant Area,"2D4, 64a Zanon Circle",193300,9/24/2024,95193,Sep-24,9029,24/08/2024,86164,
Electricity,ECCH Lot #2 - Tenant Area,"2D40, 1a Shubrum Court",193374,9/24/2024,75315,Sep-24,7111,24/08/2024,68204,
Electricity,ECCH Lot #2 - Tenant Area,"2D41, 2b Shubrum Court",193375,9/24/2024,73303,Sep-24,7303,24/08/2024,66000,
Electricity,ECCH Lot #2 - Tenant Area,"2D42, 2a Shubrum Court",193383,9/24/2024,73750,Sep-24,6077,24/08/2024,67673,
Electricity,ECCH Lot #2 - Tenant Area,"2D43, 3b Shubrum Court",193384,9/24/2024,87874,Sep-24,9767,24/08/2024,78107,
Electricity,ECCH Lot #2 - Tenant Area,"2D44, 3a Shubrum Court",193385,9/24/2024,75167,Sep-24,9514,24/08/2024,65653,
Electricity,ECCH Lot #2 - Tenant Area,"2D45, 4b Shubrum Court",193381,9/24/2024,57789,Sep-24,6495,24/08/2024,51294,
Electricity,ECCH Lot #2 - Tenant Area,"2D46, 4a Shubrum Court",193382,9/24/2024,73523,Sep-24,5596,24/08/2024,67927,
Electricity,ECCH Lot #2 - Tenant Area,"2D47, 3b Zmeiem al Bar Court",193387,9/24/2024,95359,Sep-24,8205,24/08/2024,87154,
Electricity,ECCH Lot #2 - Tenant Area,"2D48, 3a Zmeiem al Bar Court",193388,9/24/2024,90376,Sep-24,8642,24/08/2024,81734,
Electricity,ECCH Lot #2 - Tenant Area,"2D49, 29a Zanon Circle",193441,9/24/2024,104790,Sep-24,9958,24/08/2024,94832,
Electricity,ECCH Lot #2 - Tenant Area,"2D5, 62b Zanon Circle",193296,9/24/2024,88146,Sep-24,8768,24/08/2024,79378,
Electricity,ECCH Lot #2 - Tenant Area,"2D50, 29b Zanon Circle",193442,9/24/2024,79053,Sep-24,7369,24/08/2024,71684,
Electricity,ECCH Lot #2 - Tenant Area,"2D51, 27a Zanon Circle",193444,9/24/2024,57128,Sep-24,6660,24/08/2024,50468,
Electricity,ECCH Lot #2 - Tenant Area,"2D52, 27b Zanon Circle",193443,9/24/2024,74688,Sep-24,7162,24/08/2024,67526,
Electricity,ECCH Lot #2 - Tenant Area,"2D53, 1a Daa Court",193568,9/24/2024,83515,Sep-24,7237,24/08/2024,76278,
Electricity,ECCH Lot #2 - Tenant Area,"2D54, 1b Daa Court",193567,9/24/2024,86968,Sep-24,7885,24/08/2024,79083,
Electricity,ECCH Lot #2 - Tenant Area,"2D6, 62a Zanon Circle",193302,9/24/2024,67445,Sep-24,5480,24/08/2024,61965,
Electricity,ECCH Lot #2 - Tenant Area,"2D7, 60b Zanon Circle",193303,9/24/2024,79355,Sep-24,7869,24/08/2024,71486,
Electricity,ECCH Lot #2 - Tenant Area,"2D8, 60a Zanon Circle",193304,9/24/2024,56204,Sep-24,6550,24/08/2024,49654,
Electricity,ECCH Lot #2 - Tenant Area,"2D9, 58b Zanon Circle",193301,9/24/2024,83106,Sep-24,8517,24/08/2024,74589,
Electricity,ECCH Lot #2 - Tenant Area,"3A1/1, 2b Dahma Court",193274,9/24/2024,98845,Sep-24,8074,24/08/2024,90771,
Electricity,ECCH Lot #2 - Tenant Area,"3A1/2, 2a Dahma Court",193273,9/24/2024,58140,Sep-24,7218,24/08/2024,50922,
Electricity,ECCH Lot #2 - Tenant Area,"3A1/3, 2d Dahma Court",193276,9/24/2024,59008,Sep-24,7015,24/08/2024,51993,
Electricity,ECCH Lot #2 - Tenant Area,"3A1/4, 2c Dahma Court",193275,9/24/2024,81171,Sep-24,11906,24/08/2024,69265,
Electricity,ECCH Lot #2 - Tenant Area,"3A10/1, 17b Zanon Circle",193581,9/24/2024,64123,Sep-24,6057,24/08/2024,58066,
Electricity,ECCH Lot #2 - Tenant Area,"3A10/2, 17a Zanon Circle",193580,9/24/2024,86752,Sep-24,8803,24/08/2024,77949,
Electricity,ECCH Lot #2 - Tenant Area,"3A10/3, 17d Zanon Circle",193583,9/24/2024,90401,Sep-24,8946,24/08/2024,81455,
Electricity,ECCH Lot #2 - Tenant Area,"3A10/4, 17c Zanon Circle",193582,9/24/2024,96119,Sep-24,10088,24/08/2024,86031,
Electricity,ECCH Lot #2 - Tenant Area,"3A2/1, 1b Dahma Court",193326,9/24/2024,67046,Sep-24,7011,24/08/2024,60035,
Electricity,ECCH Lot #2 - Tenant Area,"3A2/2, 1a Dahma Court",193325,9/24/2024,60022,Sep-24,7356,24/08/2024,52666,
Electricity,ECCH Lot #2 - Tenant Area,"3A2/3, 1d Dahma Court",193328,9/24/2024,91938,Sep-24,8317,24/08/2024,83621,
Electricity,ECCH Lot #2 - Tenant Area,"3A2/4, 1c Dahma Court",193327,9/24/2024,81292,Sep-24,8262,24/08/2024,73030,
Electricity,ECCH Lot #2 - Tenant Area,"3A3/1, 47b Zanon Circle",193238,9/24/2024,93118,Sep-24,8059,24/08/2024,85059,
Electricity,ECCH Lot #2 - Tenant Area,"3A3/2, 47a  Zanon Circle",193239,9/24/2024,72116,Sep-24,6491,24/08/2024,65625,
Electricity,ECCH Lot #2 - Tenant Area,"3A3/3, 47c Zanon Circle",193240,9/24/2024,88292,Sep-24,9214,24/08/2024,79078,
Electricity,ECCH Lot #2 - Tenant Area,"3A3/4, 47d Zanon Circle",193241,9/24/2024,74965,Sep-24,6810,24/08/2024,68155,
Electricity,ECCH Lot #2 - Tenant Area,"3A4/1, 45b Zanon Circle",193243,9/24/2024,45324,Sep-24,5726,24/08/2024,39598,
Electricity,ECCH Lot #2 - Tenant Area,"3A4/2, 45a Zanon Circle",193244,9/24/2024,69539,Sep-24,7882,24/08/2024,61657,
Electricity,ECCH Lot #2 - Tenant Area,"3A4/3, 45d Zanon Circle",193245,9/24/2024,73481,Sep-24,9393,24/08/2024,64088,
Electricity,ECCH Lot #2 - Tenant Area,"3A4/4, 45c Zanon Circle",193246,9/24/2024,60323,Sep-24,6624,24/08/2024,53699,
Electricity,ECCH Lot #2 - Tenant Area,"3A5/1, 3b Arfaj Court",193233,9/24/2024,58750,Sep-24,6030,24/08/2024,52720,
Electricity,ECCH Lot #2 - Tenant Area,"3A5/2, 3a Arfaj Court",193234,9/24/2024,59331,Sep-24,5689,24/08/2024,53642,
Electricity,ECCH Lot #2 - Tenant Area,"3A5/3, 3d Arfaj Court",193235,9/24/2024,60074,Sep-24,5723,24/08/2024,54351,
Electricity,ECCH Lot #2 - Tenant Area,"3A5/4, 3c Arfaj Court",193236,9/24/2024,90992,Sep-24,8642,24/08/2024,82350,
Electricity,ECCH Lot #2 - Tenant Area,"3A6/1, 2b Arfaj Court",193228,9/24/2024,84166,Sep-24,8133,24/08/2024,76033,
Electricity,ECCH Lot #2 - Tenant Area,"3A6/2, 2a Arfaj Court",193229,9/24/2024,51747,Sep-24,5417,24/08/2024,46330,
Electricity,ECCH Lot #2 - Tenant Area,"3A6/3, 2d Arfaj Court",193230,9/24/2024,62129,Sep-24,5576,24/08/2024,56553,
Electricity,ECCH Lot #2 - Tenant Area,"3A6/4, 2c Arfaj Court",193231,9/24/2024,58348,Sep-24,4940,24/08/2024,53408,
Electricity,ECCH Lot #2 - Tenant Area,"3A7/1, 1b Arfaj Court",193223,9/24/2024,77467,Sep-24,6742,24/08/2024,70725,
Electricity,ECCH Lot #2 - Tenant Area,"3A7/2, 1a Arfaj Court",193224,9/24/2024,63520,Sep-24,6246,24/08/2024,57274,
Electricity,ECCH Lot #2 - Tenant Area,"3A7/3, 1d Arfaj Court",193225,9/24/2024,86420,Sep-24,7481,24/08/2024,78939,
Electricity,ECCH Lot #2 - Tenant Area,"3A7/4, 1c Arfaj Court",193226,9/24/2024,81733,Sep-24,7309,24/08/2024,74424,
Electricity,ECCH Lot #2 - Tenant Area,"3A8/1, 43b Zanon Circle",193258,9/24/2024,41372,Sep-24,6616,24/08/2024,34756,
Electricity,ECCH Lot #2 - Tenant Area,"3A8/2, 43a Zanon Circle",193259,9/24/2024,83923,Sep-24,7850,24/08/2024,76073,
Electricity,ECCH Lot #2 - Tenant Area,"3A8/3, 43d Zanon Circle",193260,9/24/2024,79782,Sep-24,7494,24/08/2024,72288,
Electricity,ECCH Lot #2 - Tenant Area,"3A8/4, 43c Zanon Circle",193261,9/24/2024,97626,Sep-24,9115,24/08/2024,88511,
Electricity,ECCH Lot #2 - Tenant Area,"3A9/1, 41b Zanon Circle",193253,9/24/2024,87861,Sep-24,8114,24/08/2024,79747,
Electricity,ECCH Lot #2 - Tenant Area,"3A9/2, 41a Zanon Circle",193254,9/24/2024,76669,Sep-24,6074,24/08/2024,70595,
Electricity,ECCH Lot #2 - Tenant Area,"3A9/3, 41d Zanon Circle",193255,9/24/2024,38334,Sep-24,3969,24/08/2024,34365,
Electricity,ECCH Lot #2 - Tenant Area,"3A9/4, 41c Zanon Circle",193256,9/24/2024,33047,Sep-24,4522,24/08/2024,28525,
Electricity,ECCH Lot #2 - Tenant Area,"3D1, 2a  Zanon Circle",193512,9/24/2024,107224,Sep-24,9065,24/08/2024,98159,
Electricity,ECCH Lot #2 - Tenant Area,"3D10, 10b Zanon Circle",193559,9/24/2024,74023,Sep-24,7149,24/08/2024,66874,
Electricity,ECCH Lot #2 - Tenant Area,"3D11, 12a Zanon Circle",193558,9/24/2024,88567,Sep-24,6374,24/08/2024,82193,
Electricity,ECCH Lot #2 - Tenant Area,"3D12, 12b Zanon Circle",193551,9/24/2024,117909,Sep-24,11303,24/08/2024,106606,
Electricity,ECCH Lot #2 - Tenant Area,"3D13, 14a Zanon Circle",193555,9/24/2024,115178,Sep-24,10332,24/08/2024,104846,
Electricity,ECCH Lot #2 - Tenant Area,"3D14, 14b Zanon Circle",193554,9/24/2024,118007,Sep-24,10436,24/08/2024,107571,
Electricity,ECCH Lot #2 - Tenant Area,"3D15, 16a Zanon Circle",193553,9/24/2024,101867,Sep-24,9662,24/08/2024,92205,
Electricity,ECCH Lot #2 - Tenant Area,"3D16, 16b Zanon Circle",193552,9/24/2024,78062,Sep-24,8042,24/08/2024,70020,
Electricity,ECCH Lot #2 - Tenant Area,"3D17, 18a Zanon Circle",193500,9/24/2024,139462,Sep-24,9902,24/08/2024,129560,
Electricity,ECCH Lot #2 - Tenant Area,"3D18, 18b Zanon Circle",193479,9/24/2024,89251,Sep-24,7997,24/08/2024,81254,
Electricity,ECCH Lot #2 - Tenant Area,"3D19, 20a Zanon Circle",193478,9/24/2024,109960,Sep-24,11657,24/08/2024,98303,
Electricity,ECCH Lot #2 - Tenant Area,"3D2, 2b Zanon Circle",193511,9/24/2024,119566,Sep-24,10813,24/08/2024,108753,
Electricity,ECCH Lot #2 - Tenant Area,"3D20, 20b Zanon Circle",193477,9/24/2024,98679,Sep-24,9725,24/08/2024,88954,
Electricity,ECCH Lot #2 - Tenant Area,"3D21, 22a Zanon Circle",193481,9/24/2024,92354,Sep-24,7292,24/08/2024,85062,
Electricity,ECCH Lot #2 - Tenant Area,"3D22, 22b Zanon Circle",193480,9/24/2024,102135,Sep-24,9976,24/08/2024,92159,
Electricity,ECCH Lot #2 - Tenant Area,"3D23, 24a Zanon Circle",193508,9/24/2024,131491,Sep-24,13786,24/08/2024,117705,
Electricity,ECCH Lot #2 - Tenant Area,"3D24, 24b Zanon Circle",193507,9/24/2024,115357,Sep-24,10529,24/08/2024,104828,
Electricity,ECCH Lot #2 - Tenant Area,"3D25, 26a Zanon Circle",193506,9/24/2024,138248,Sep-24,14055,24/08/2024,124193,
Electricity,ECCH Lot #2 - Tenant Area,"3D26, 26b Zanon Circle",193505,9/24/2024,159536,Sep-24,16006,24/08/2024,143530,
Electricity,ECCH Lot #2 - Tenant Area,"3D27, 28a Zanon Circle",193438,9/24/2024,112069,Sep-24,9741,24/08/2024,102328,
Electricity,ECCH Lot #2 - Tenant Area,"3D28, 28b Zanon Circle",193437,9/24/2024,110288,Sep-24,9870,24/08/2024,100418,
Electricity,ECCH Lot #2 - Tenant Area,"3D29, 30a Zanon Circle",193436,9/24/2024,139162,Sep-24,11565,24/08/2024,127597,
Electricity,ECCH Lot #2 - Tenant Area,"3D3, 4a Zanon Circle",193514,9/24/2024,80275,Sep-24,8869,24/08/2024,71406,
Electricity,ECCH Lot #2 - Tenant Area,"3D30, 30b Zanon Circle",193435,9/24/2024,112935,Sep-24,7911,24/08/2024,105024,
Electricity,ECCH Lot #2 - Tenant Area,"3D31, 32a Zanon Circle",193439,9/24/2024,120405,Sep-24,12226,24/08/2024,108179,
Electricity,ECCH Lot #2 - Tenant Area,"3D32, 32b Zanon Circle",193440,9/24/2024,102753,Sep-24,8676,24/08/2024,94077,
Electricity,ECCH Lot #2 - Tenant Area,"3D33, 34a Zanon Circle",193389,9/24/2024,116280,Sep-24,11667,24/08/2024,104613,
Electricity,ECCH Lot #2 - Tenant Area,"3D34, 34b Zanon Circle",193452,9/24/2024,118011,Sep-24,9955,24/08/2024,108056,
Electricity,ECCH Lot #2 - Tenant Area,"3D35, 36a Zanon Circle",193451,9/24/2024,107432,Sep-24,8549,24/08/2024,98883,
Electricity,ECCH Lot #2 - Tenant Area,"3D36, 36b Zanon Circle",193450,9/24/2024,101234,Sep-24,9211,24/08/2024,92023,
Electricity,ECCH Lot #2 - Tenant Area,"3D37, 38a Zanon Circle",193454,9/24/2024,124894,Sep-24,11507,24/08/2024,113387,
Electricity,ECCH Lot #2 - Tenant Area,"3D38, 38b Zanon Circle",193453,9/24/2024,122616,Sep-24,12305,24/08/2024,110311,
Electricity,ECCH Lot #2 - Tenant Area,"3D39, 5a Degeiga Court",193472,9/24/2024,109225,Sep-24,8780,24/08/2024,100445,
Electricity,ECCH Lot #2 - Tenant Area,"3D4, 4b Zanon Circle",193513,9/24/2024,83074,Sep-24,7757,24/08/2024,75317,
Electricity,ECCH Lot #2 - Tenant Area,"3D40, 5b Degeiga Court",193471,9/24/2024,115399,Sep-24,10466,24/08/2024,104933,
Electricity,ECCH Lot #2 - Tenant Area,"3D41, 4a Degeiga Court",193475,9/24/2024,145424,Sep-24,10823,24/08/2024,134601,
Electricity,ECCH Lot #2 - Tenant Area,"3D42, 4b Degeiga Court",193474,9/24/2024,102201,Sep-24,10995,24/08/2024,91206,
Electricity,ECCH Lot #2 - Tenant Area,"3D43, 3a Degeiga Court",193504,9/24/2024,104841,Sep-24,9112,24/08/2024,95729,
Electricity,ECCH Lot #2 - Tenant Area,"3D44, 3b Degeiga Court",193503,9/24/2024,104691,Sep-24,11776,24/08/2024,92915,
Electricity,ECCH Lot #2 - Tenant Area,"3D45, 2a  Degeiga Court",193499,9/24/2024,136505,Sep-24,12130,24/08/2024,124375,
Electricity,ECCH Lot #2 - Tenant Area,"3D46, 2b Degeiga Court",193498,9/24/2024,62681,Sep-24,4998,24/08/2024,57683,
Electricity,ECCH Lot #2 - Tenant Area,"3D47, 1a Degeiga Court",193497,9/24/2024,100694,Sep-24,8288,24/08/2024,92406,
Electricity,ECCH Lot #2 - Tenant Area,"3D48, 1b Degeiga Court",193496,9/24/2024,114212,Sep-24,10733,24/08/2024,103479,
Electricity,ECCH Lot #2 - Tenant Area,"3D49, 17a Khatma Court",193486,9/24/2024,103752,Sep-24,8951,24/08/2024,94801,
Electricity,ECCH Lot #2 - Tenant Area,"3D5, 6a Zanon Circle",193563,9/24/2024,110295,Sep-24,11484,24/08/2024,98811,
Electricity,ECCH Lot #2 - Tenant Area,"3D50, 17b Khatma Court",193485,9/24/2024,87038,Sep-24,7026,24/08/2024,80012,
Electricity,ECCH Lot #2 - Tenant Area,"3D51, 16a Khatma Court",193484,9/24/2024,54723,Sep-24,5720,24/08/2024,49003,
Electricity,ECCH Lot #2 - Tenant Area,"3D52, 16b Khatma Court",193483,9/24/2024,82946,Sep-24,7081,24/08/2024,75865,
Electricity,ECCH Lot #2 - Tenant Area,"3D53, 15a Khatma Court",193482,9/24/2024,70724,Sep-24,7895,24/08/2024,62829,
Electricity,ECCH Lot #2 - Tenant Area,"3D54, 15b Khatma Court",193463,9/24/2024,89138,Sep-24,7111,24/08/2024,82027,
Electricity,ECCH Lot #2 - Tenant Area,"3D55, 14a Khatma Court",193562,9/24/2024,84829,Sep-24,6339,24/08/2024,78490,
Electricity,ECCH Lot #2 - Tenant Area,"3D56, 14b Khatma Court",193561,9/24/2024,98349,Sep-24,10258,24/08/2024,88091,
Electricity,ECCH Lot #2 - Tenant Area,"3D57, 13a Khatma Court",193466,9/24/2024,90325,Sep-24,9755,24/08/2024,80570,
Electricity,ECCH Lot #2 - Tenant Area,"3D58, 13b Khatma Court",193465,9/24/2024,108335,Sep-24,9291,24/08/2024,99044,
Electricity,ECCH Lot #2 - Tenant Area,"3D59, 25a Zanon Circle",193570,9/24/2024,90008,Sep-24,7505,24/08/2024,82503,
Electricity,ECCH Lot #2 - Tenant Area,"3D6, 6b Zanon Circle",193564,9/24/2024,97705,Sep-24,10096,24/08/2024,87609,
Electricity,ECCH Lot #2 - Tenant Area,"3D60, 25b Zanon Circle",193569,9/24/2024,124826,Sep-24,13498,24/08/2024,111328,
Electricity,ECCH Lot #2 - Tenant Area,"3D61, 3b Khreit Court",193605,9/24/2024,476956,Sep-24,12509,24/08/2024,464447,
Electricity,ECCH Lot #2 - Tenant Area,"3D62, 3a Khreit Court",193606,9/24/2024,99981,Sep-24,10396,24/08/2024,89585,
Electricity,ECCH Lot #2 - Tenant Area,"3D63, 4b Khreit Court",193594,9/24/2024,100704,Sep-24,7895,24/08/2024,92809,
Electricity,ECCH Lot #2 - Tenant Area,"3D64, 4a Khreit Court",193595,9/24/2024,108104,Sep-24,9094,24/08/2024,99010,
Electricity,ECCH Lot #2 - Tenant Area,"3D7, 8a Zanon Circle",193557,9/24/2024,111486,Sep-24,10734,24/08/2024,100752,
Electricity,ECCH Lot #2 - Tenant Area,"3D8, 8b Zanon Circle",193556,9/24/2024,76348,Sep-24,6563,24/08/2024,69785,
Electricity,ECCH Lot #2 - Tenant Area,"3D9, 10a Zanon Circle",193560,9/24/2024,71779,Sep-24,6477,24/08/2024,65302,
Electricity,ECCH Lot #2 - Tenant Area,"V1A1, 4 Khatma Court",193470,9/24/2024,156291,Sep-24,14254,24/08/2024,142037,
Electricity,ECCH Lot #2 - Tenant Area,"V1A2, 3 Khatma Court",193469,9/24/2024,122206,Sep-24,11389,24/08/2024,110817,
Electricity,ECCH Lot #2 - Tenant Area,"V1A3, 2 Khatma Court",193468,9/24/2024,122404,Sep-24,11014,24/08/2024,111390,
Electricity,ECCH Lot #2 - Tenant Area,"V1A4, 10 Degeiga Court",193457,9/24/2024,133661,Sep-24,11909,24/08/2024,121752,
Electricity,ECCH Lot #2 - Tenant Area,"V1A5, 9 Degeiga Court",193447,9/24/2024,152422,Sep-24,13012,24/08/2024,139410,
Electricity,ECCH Lot #2 - Tenant Area,"V1A6, 6 Rugroug Court",193193,9/24/2024,148219,Sep-24,15783,24/08/2024,132436,
Electricity,ECCH Lot #2 - Tenant Area,"V1A7, 6 Shubrum Court",193351,9/24/2024,113322,Sep-24,9518,24/08/2024,103804,
Electricity,ECCH Lot #2 - Tenant Area,"V1A8, 5 Shubrum Court",193350,9/24/2024,141184,Sep-24,13284,24/08/2024,127900,
Electricity,ECCH Lot #2 - Tenant Area,"V1B1, 10 Khatma Court",193366,9/24/2024,148615,Sep-24,11156,24/08/2024,137459,
Electricity,ECCH Lot #2 - Tenant Area,"V1B10, 8 Shubrum Court",193353,9/24/2024,127512,Sep-24,12689,24/08/2024,114823,
Electricity,ECCH Lot #2 - Tenant Area,"V1B11, 7 Shubrum Court",193352,9/24/2024,128214,Sep-24,11738,24/08/2024,116476,
Electricity,ECCH Lot #2 - Tenant Area,"V1B12, 8 Rugroug Court",193192,9/24/2024,126078,Sep-24,10893,24/08/2024,115185,
Electricity,ECCH Lot #2 - Tenant Area,"V1B13, 7 Rugroug Court",193194,9/24/2024,124811,Sep-24,12453,24/08/2024,112358,
Electricity,ECCH Lot #2 - Tenant Area,"V1B14, 5 Rugroug Court",193182,9/24/2024,118854,Sep-24,10730,24/08/2024,108124,
Electricity,ECCH Lot #2 - Tenant Area,"V1B15, 4 Rugroug Court",193181,9/24/2024,133673,Sep-24,12375,24/08/2024,121298,
Electricity,ECCH Lot #2 - Tenant Area,"V1B16, 3 Rugroug Court",193180,9/24/2024,121490,Sep-24,10940,24/08/2024,110550,
Electricity,ECCH Lot #2 - Tenant Area,"V1B17, 2 Rugroug Court",193179,9/24/2024,149605,Sep-24,14948,24/08/2024,134657,
Electricity,ECCH Lot #2 - Tenant Area,"V1B18, 1 Rugroug Court",193371,9/24/2024,144169,Sep-24,13959,24/08/2024,130210,
Electricity,ECCH Lot #2 - Tenant Area,"V1B19, 12 Shubrum Court",193368,9/24/2024,119619,Sep-24,10574,24/08/2024,109045,
Electricity,ECCH Lot #2 - Tenant Area,"V1B2, 9 Khatma Court",193365,9/24/2024,124969,Sep-24,11070,24/08/2024,113899,
Electricity,ECCH Lot #2 - Tenant Area,"V1B20, 11 Shubrum Court",193367,9/24/2024,119487,Sep-24,10124,24/08/2024,109363,
Electricity,ECCH Lot #2 - Tenant Area,"V1B3, 8 Khatma Court",193364,9/24/2024,118035,Sep-24,10454,24/08/2024,107581,
Electricity,ECCH Lot #2 - Tenant Area,"V1B4, 7 Khatma Court",193461,9/24/2024,115251,Sep-24,9651,24/08/2024,105600,
Electricity,ECCH Lot #2 - Tenant Area,"V1B5, 16 Degeiga Court",193501,9/24/2024,126370,Sep-24,9268,24/08/2024,117102,
Electricity,ECCH Lot #2 - Tenant Area,"V1B6, 15 Degeiga Court",193462,9/24/2024,114631,Sep-24,10526,24/08/2024,104105,
Electricity,ECCH Lot #2 - Tenant Area,"V1B7, 14 Degeiga Court",193473,9/24/2024,134940,Sep-24,11305,24/08/2024,123635,
Electricity,ECCH Lot #2 - Tenant Area,"V1B8, 8 Degeiga Court",193446,9/24/2024,134940,Sep-24,12971,24/08/2024,121969,
Electricity,ECCH Lot #2 - Tenant Area,"V1B9, 7 Degeiga Court",193449,9/24/2024,108141,Sep-24,10016,24/08/2024,98125,
Electricity,ECCH Lot #2 - Tenant Area,"V2A1, 6 Khatma Court",193460,9/24/2024,86033,Sep-24,7538,24/08/2024,78495,
Electricity,ECCH Lot #2 - Tenant Area,"V2A2, 5 Khatma Court",193459,9/24/2024,130443,Sep-24,11634,24/08/2024,118809,
Electricity,ECCH Lot #2 - Tenant Area,"V2A3, 17 Degeiga Court",193502,9/24/2024,146259,Sep-24,12377,24/08/2024,133882,
Electricity,ECCH Lot #2 - Tenant Area,"V2A4, 13 Degeiga Court",193456,9/24/2024,126182,Sep-24,12698,24/08/2024,113484,
Electricity,ECCH Lot #2 - Tenant Area,"V2A5, 12 Degeiga Court",193455,9/24/2024,124928,Sep-24,9577,24/08/2024,115351,
Electricity,ECCH Lot #2 - Tenant Area,"V2A6, 11 Degeiga Court",193458,9/24/2024,134283,Sep-24,11025,24/08/2024,123258,
Electricity,ECCH Lot #2 - Tenant Area,"V2A7, 9 Rugroug Court",193178,9/24/2024,139203,Sep-24,12356,24/08/2024,126847,
Electricity,ECCH Lot #2 - Tenant Area,"V2B1, 11 Khatma Court",193363,9/24/2024,118637,Sep-24,10385,24/08/2024,108252,
Electricity,ECCH Lot #2 - Tenant Area,"V2B2, 12 Khatma Court",193964,9/24/2024,135920,Sep-24,11770,24/08/2024,124150,
Electricity,ECCH Lot #2 - Tenant Area,"V2B3, 1 Khatma Court",193467,9/24/2024,154311,Sep-24,13726,24/08/2024,140585,
Electricity,ECCH Lot #2 - Tenant Area,"V2B4, 6 Degeiga Court",193448,9/24/2024,131615,Sep-24,13461,24/08/2024,118154,
Electricity,ECCH Lot #2 - Tenant Area,"V2B5, 10 Shubrum Court",193369,9/24/2024,99356,Sep-24,10211,24/08/2024,89145,
Electricity,ECCH Lot #2 - Tenant Area,"V2B6, 9 Shubrum Court",193370,9/24/2024,144643,Sep-24,15949,24/08/2024,128694,
Electricity,ECCH Lot #2 - Utility Area,Lot # 2 2A1 Service Meter,193292,9/24/2024,34005,Sep-24,7148,24/08/2024,26857,
Electricity,ECCH Lot #2 - Utility Area,"V2B7, Lot # 2 2A2 Service Meter",193286,9/24/2024,11648,Sep-24,2880,24/08/2024,8768,
Electricity,ECCH Lot #2 - Utility Area,"V2B8, Lot # 2  2A3 Service Meter",193272,9/24/2024,20415,Sep-24,2254,24/08/2024,18161,
Electricity,ECCH Lot #2 - Utility Area,"V2B9, Lot # 2  2A4 Service Meter",193347,9/24/2024,10753,Sep-24,2079,24/08/2024,8674,
Electricity,ECCH Lot #2 - Utility Area,"V2B10, Lot # 2  2A5  Service Meter",193337,9/24/2024,13842,Sep-24,923,24/08/2024,12919,
Electricity,ECCH Lot #2 - Utility Area,"V2B11, Lot # 2  2A6  Service Meter",193324,9/24/2024,12816,Sep-24,3085,24/08/2024,9731,
Electricity,ECCH Lot #2 - Utility Area,"V2B12, Lot # 2  2A7  Service Meter",193604,9/24/2024,15000,Sep-24,989,24/08/2024,14011,
Electricity,ECCH Lot #2 - Utility Area,"V2B13, Lot # 2  2A8 Service Meter",193586,9/24/2024,22885,Sep-24,4376,24/08/2024,18509,
Electricity,ECCH Lot #2 - Utility Area,"V2B14, Lot # 2  2A9 Service Meter",193579,9/24/2024,19514,Sep-24,5559,24/08/2024,13955,
Electricity,ECCH Lot #2 - Utility Area,"V2B15, Lot # 2  2A10  Service Meter",193495,9/24/2024,13097,Sep-24,1695,24/08/2024,11402,
Electricity,ECCH Lot #2 - Utility Area,"V2B16, Lot # 2  2A11 Service Meter",193544,9/24/2024,9909,Sep-24,3593,24/08/2024,6316,
Electricity,ECCH Lot #2 - Utility Area,"V2B17, Lot # 2  2A12 Service Meter",193537,9/24/2024,14198,Sep-24,3838,24/08/2024,10360,
Electricity,ECCH Lot #2 - Utility Area,"V2B18, Lot # 2  2A13 Service Meter",193528,9/24/2024,18266,Sep-24,3928,24/08/2024,14338,
Electricity,ECCH Lot #2 - Utility Area,"V2B19, Lot # 2  2A14 Service Meter",193523,9/24/2024,11702,Sep-24,1381,24/08/2024,10321,
